Directory,Status,Duration,SUs,Failure Reason,Vol Error (AF),Vol Error (%),Max WSEL Err,Start Time,End Time,Failure Info,Max WSE (ft),Max Depth (ft),Max Velocity (ft/s),Max Volume (ft^3),Max Flow Balance (ft^3/s),Max Wind (ft/s),Mean BC (ft),Max BC (ft)
S0713,Success,7h 52m 14s,24,,21168.0,0.3124,0.1,Jul 22 18:40,Jul 23 02:32,,327.66,5.89,5.55,568199424.0,141162.69,88.51,0.43,8.24
S0715,Success,9h 44m 44s,30,,20937.0,0.2777,2.22,Jul 22 18:40,Jul 23 04:25,,327.66,14.13,11.57,596002304.0,215626.11,59.98,0.58,11.55
S0727,Success,4h 32m 18s,15,,10397.0,0.1951,0.15,Jul 22 18:33,Jul 22 23:05,,327.66,6.03,6.74,576643072.0,153464.08,82.6,0.35,8.24
S0723,Success,6h 42m 44s,21,,20351.0,0.2879,2.2,Jul 22 18:34,Jul 23 01:17,,327.66,19.37,10.32,631619264.0,332548.09,139.12,1.36,9.27
S0720,Success,6h 24m 5s,21,,13757.0,0.2656,0.11,Jul 22 18:34,Jul 23 00:58,,327.66,7.97,6.26,557796992.0,188416.81,40.02,0.27,8.24
S0710,Success,8h 58m 57s,27,,21200.0,0.3023,0.13,Jul 22 18:40,Jul 23 03:39,,327.66,6.99,5.97,567089408.0,142595.64,82.9,0.61,8.24
S0721,Success,7h 53m 7s,24,,18052.0,0.2822,0.19,Jul 22 18:37,Jul 23 02:30,,327.66,8.08,7.3,560443520.0,176018.59,129.42,0.39,8.24
S0725,Success,6h 24m 35s,21,,17080.0,0.2919,0.1,Jul 22 18:36,Jul 23 01:01,,327.66,8.17,5.8,558455808.0,157992.44,78.95,0.33,8.24
S0719,Success,8h 39m 22s,27,,20409.0,0.3239,0.09,Jul 22 18:38,Jul 23 03:17,,327.66,6.02,5.9,573130432.0,138503.98,63.67,0.37,8.24
S0724,Success,7h 49m 50s,24,,19662.0,0.2618,0.28,Jul 22 18:37,Jul 23 02:27,,327.66,10.12,7.15,585646912.0,190401.66,115.17,0.77,8.24
S0734,Success,4h 26m 0s,15,,8886.0,0.1842,0.39,Jul 22 18:35,Jul 22 23:01,,327.66,7.04,6.28,572692608.0,137601.55,112.76,0.55,8.24
S0730,Success,6h 51m 45s,21,,20005.0,0.3237,0.15,Jul 22 18:37,Jul 23 01:29,,327.66,6.03,5.97,577586880.0,149882.94,189.74,0.37,8.24
S0736,Success,6h 12m 20s,21,,14977.0,0.2904,0.09,Jul 22 18:36,Jul 23 00:48,,327.66,6.72,5.33,557802816.0,126423.64,33.98,0.37,8.24
S0741,Success,5h 39m 39s,18,,12906.0,0.2198,2.87,Jul 22 18:35,Jul 23 00:14,,327.66,17.2,12.01,631781120.0,324571.62,145.14,1.21,13.55
S0728,Success,8h 30m 43s,27,,20808.0,0.276,2.19,Jul 22 18:39,Jul 23 03:10,,327.66,14.13,11.55,596061760.0,217414.73,42.84,0.58,11.55
S0731,Success,9h 45m 12s,30,,29504.0,0.3279,1.2,Jul 22 18:40,Jul 23 04:25,,327.66,19.74,8.79,647654272.0,317508.72,129.89,1.38,8.26
S0729,Success,8h 52m 18s,27,,44823.0,0.5914,2.31,Jul 22 18:40,Jul 23 03:32,,327.66,14.13,11.55,596000448.0,218110.84,257.89,0.58,11.55
S0738,Success,5h 5m 25s,18,,11632.0,0.2352,0.87,Jul 22 18:33,Jul 22 23:39,,327.66,5.69,5.62,571942400.0,141824.05,251.37,0.35,8.24
S0737,Success,6h 59m 10s,21,,16553.0,0.2915,0.18,Jul 22 18:36,Jul 23 01:35,,327.66,5.86,5.53,573853568.0,153470.8,204.79,0.27,8.24
S0733,Success,8h 44m 2s,27,,23809.0,0.3488,0.17,Jul 22 18:40,Jul 23 03:24,,327.66,8.31,6.82,576541120.0,172920.11,144.4,0.43,8.24
S0748,Success,4h 11m 31s,15,,8594.0,0.1569,2.39,Jul 22 18:34,Jul 22 22:45,,327.66,7.75,9.85,586810496.0,285093.62,190.81,0.75,9.0
S0744,Success,6h 5m 5s,21,,16263.0,0.2945,0.07,Jul 22 18:36,Jul 23 00:41,,327.66,6.94,5.41,557796032.0,130933.61,56.79,0.29,8.24
S0740,Success,8h 49m 13s,27,,23532.0,0.3088,2.5,Jul 22 18:38,Jul 23 03:27,,327.66,21.05,11.57,666681984.0,280030.03,122.33,1.17,11.98
S0749,Success,6h 38m 8s,21,,16012.0,0.2279,1.94,Jul 22 18:35,Jul 23 01:13,,327.66,20.47,10.71,661433472.0,343596.03,124.53,1.3,12.85
S0735,Success,7h 37m 35s,24,,16967.0,0.2558,0.18,Jul 22 18:37,Jul 23 02:15,,327.66,7.11,6.8,565480832.0,169963.44,85.89,0.29,8.24
S0739,Success,10h 38m 31s,33,,28807.0,0.3807,3.93,Jul 22 18:42,Jul 23 05:20,,327.66,14.13,9.41,608722880.0,193460.53,157.31,0.58,11.55
S0746,Success,8h 31m 50s,27,,19379.0,0.2729,2.38,Jul 22 18:38,Jul 23 03:10,,327.66,12.38,9.98,629546368.0,313781.16,180.98,0.68,9.82
S0747,Success,6h 38m 17s,21,,16234.0,0.2467,0.17,Jul 22 18:35,Jul 23 01:13,,327.66,9.06,7.01,563968832.0,172484.94,185.97,0.32,8.24
S0751,Success,5h 6m 31s,18,,13124.0,0.2455,0.16,Jul 22 18:34,Jul 22 23:40,,327.66,5.76,5.56,563286144.0,147813.92,94.05,0.36,8.24
S0752,Success,4h 26m 35s,15,,11514.0,0.2356,0.12,Jul 22 18:33,Jul 22 22:59,,327.66,6.44,5.34,557795840.0,130861.45,45.81,0.46,8.24
S0754,Success,7h 16m 6s,24,,17411.0,0.2602,1.45,Jul 22 18:38,Jul 23 01:54,,327.66,12.82,8.31,608434880.0,305429.34,189.83,0.63,8.24
S0755,Success,8h 15m 58s,27,,20988.0,0.278,2.19,Jul 22 18:41,Jul 23 02:57,,327.66,14.13,9.98,598541696.0,199117.08,187.7,0.58,11.55
S0743,Success,8h 10m 34s,27,,20429.0,0.2805,0.32,Jul 22 18:40,Jul 23 02:50,,327.66,9.62,6.76,599412864.0,158500.19,68.55,0.71,8.24
S0745,Success,6h 50m 10s,21,,17538.0,0.2896,0.14,Jul 22 18:37,Jul 23 01:27,,327.66,6.13,5.99,562550336.0,180648.16,209.52,0.28,8.24
S0742,Success,4h 6m 1s,15,,8592.0,0.1741,2.55,Jul 22 18:33,Jul 22 22:39,,327.66,11.2,8.04,594160128.0,294103.78,124.06,0.97,8.24
S0759,Success,6h 12m 7s,21,,16311.0,0.2741,0.13,Jul 22 18:35,Jul 23 00:47,,327.66,6.66,5.88,560782528.0,182832.12,88.67,0.36,8.24
S0756,Success,3h 44m 14s,12,,8969.0,0.1924,0.37,Jul 22 18:34,Jul 22 22:19,,327.66,8.78,7.7,576477952.0,276908.31,177.31,0.79,8.24
S0758,Success,5h 35m 7s,18,,12929.0,0.2007,1.24,Jul 22 18:35,Jul 23 00:10,,327.66,10.7,8.21,619618176.0,254401.31,84.86,1.17,8.24
S0760,Success,4h 45m 43s,15,,13031.0,0.2665,0.15,Jul 22 18:34,Jul 22 23:20,,327.66,5.52,5.28,569409984.0,122852.82,42.84,0.28,8.24
S0757,Success,6h 15m 3s,21,,16875.0,0.2884,0.17,Jul 22 18:36,Jul 23 00:51,,327.66,5.86,5.64,573091712.0,145516.38,126.7,0.33,8.24
S0732,Success,5h 20m 27s,18,,14249.0,0.2707,2.0,Jul 22 18:34,Jul 22 23:54,,327.66,8.99,7.35,582106688.0,318145.66,163.01,0.65,8.24
S0766,Success,4h 19m 1s,15,,8471.0,0.1648,0.18,Jul 22 18:34,Jul 22 22:53,,327.66,11.98,7.36,588475456.0,289802.59,78.06,1.0,8.24
S0762,Success,6h 27m 17s,21,,15560.0,0.2689,0.14,Jul 22 18:36,Jul 23 01:03,,327.66,7.5,5.61,559343360.0,158221.38,108.89,0.34,8.24
S0761,Success,7h 19m 16s,24,,17292.0,0.2343,1.23,Jul 22 18:38,Jul 23 01:57,,327.66,12.45,8.59,603072896.0,268032.28,170.24,0.67,8.24
S0771,Success,4h 5m 44s,15,,9160.0,0.1831,0.21,Jul 22 18:34,Jul 22 22:39,,327.66,11.77,8.11,585187968.0,288074.06,94.25,0.86,8.24
S0775,Success,3h 3m 6s,12,,6680.0,0.1543,0.19,Jul 22 18:33,Jul 22 21:36,,327.66,7.52,5.99,567547776.0,149400.48,44.3,0.8,8.24
S0765,Success,5h 36m 9s,18,,13139.0,0.2454,0.18,Jul 22 18:34,Jul 23 00:10,,327.66,5.87,5.51,562533440.0,153057.58,88.16,0.46,8.24
S0764,Success,9h 53m 59s,30,,22216.0,0.2922,2.45,Jul 22 18:41,Jul 23 04:35,,327.66,14.13,9.81,604748928.0,197022.92,115.44,0.58,11.55
S0763,Success,9h 5m 29s,30,,20624.0,0.2736,2.4,Jul 22 18:41,Jul 23 03:46,,327.66,14.13,10.12,597776640.0,201827.42,122.79,0.58,11.55
S0768,Success,6h 36m 44s,21,,16811.0,0.3082,0.07,Jul 22 18:36,Jul 23 01:12,,327.66,5.55,5.26,557820608.0,128008.12,33.03,0.27,8.24
S0772,Success,5h 28m 31s,18,,12578.0,0.2204,0.19,Jul 22 18:35,Jul 23 00:03,,327.66,13.94,8.13,564483520.0,282514.62,60.26,0.35,8.24
S0769,Success,7h 7m 10s,24,,16869.0,0.259,0.19,Jul 22 18:36,Jul 23 01:43,,327.66,6.41,7.43,570588288.0,216749.03,77.1,0.38,8.24
S0767,Success,5h 53m 53s,18,,13736.0,0.2448,0.13,Jul 22 18:34,Jul 23 00:28,,327.66,8.34,6.21,568085440.0,145755.22,56.48,0.52,8.24
S0773,Success,6h 56m 52s,21,,16251.0,0.2371,0.19,Jul 22 18:36,Jul 23 01:33,,327.66,8.25,7.16,569821248.0,193245.23,67.06,0.45,8.24
S0774,Success,6h 40m 8s,21,,16181.0,0.2473,0.69,Jul 22 18:36,Jul 23 01:16,,327.66,11.8,8.05,597484032.0,268417.03,76.25,0.83,8.24
S0983,Success,4h 9m 20s,15,,9336.0,0.1847,0.54,Jul 22 18:34,Jul 22 22:43,,327.66,6.27,6.78,579583744.0,166414.89,94.4,0.23,8.24
S0770,Success,8h 51m 6s,27,,19923.0,0.2493,0.52,Jul 22 18:40,Jul 23 03:31,,327.66,10.33,8.68,594717376.0,270536.72,102.09,0.63,8.24
S0980,Success,9h 33m 4s,30,,23171.0,0.3067,2.19,Jul 22 18:42,Jul 23 04:15,,327.66,14.13,11.44,598284672.0,207796.45,122.71,0.58,11.55
S0977,Success,7h 56m 33s,24,,19957.0,0.3178,1.86,Jul 22 18:37,Jul 23 02:33,,327.66,11.63,7.76,560105536.0,239653.11,229.2,0.45,8.24
S0776,Success,7h 5m 47s,24,,16888.0,0.2495,0.19,Jul 22 18:37,Jul 23 01:43,,327.66,8.08,7.74,566161600.0,182624.84,23.25,0.48,8.24
S0982,Success,6h 4m 38s,21,,13808.0,0.2337,1.18,Jul 22 18:35,Jul 23 00:40,,327.66,10.31,8.02,569402432.0,219534.36,87.02,0.48,8.24
S0978,Success,7h 17m 40s,24,,17531.0,0.2584,0.35,Jul 22 18:37,Jul 23 01:55,,327.66,10.36,7.04,558558400.0,209227.77,210.12,0.33,8.24
S0722,Success,8h 37m 46s,27,,22038.0,0.2911,2.34,Jul 22 18:40,Jul 23 03:18,,327.66,14.13,11.55,596250304.0,219588.58,124.8,0.58,11.55
S0988,Success,5h 53m 40s,18,,13445.0,0.22,1.29,Jul 22 18:34,Jul 23 00:28,,327.66,10.44,8.17,558946560.0,201694.08,137.99,0.37,8.24
S0990,Success,7h 1m 7s,24,,17056.0,0.2544,0.16,Jul 22 18:37,Jul 23 01:38,,327.66,9.63,8.32,563716736.0,261191.2,47.44,0.52,8.24
S0991,Success,8h 5m 58s,27,,21927.0,0.3235,0.16,Jul 22 18:38,Jul 23 02:44,,327.66,6.16,6.67,572958272.0,172742.62,104.45,0.37,8.24
S0979,Success,7h 22m 25s,24,,17903.0,0.2633,0.19,Jul 22 18:37,Jul 23 02:00,,327.66,7.83,6.78,571672320.0,188337.31,146.59,0.32,8.24
S0992,Success,8h 58m 22s,27,,22210.0,0.2931,2.4,Jul 22 18:41,Jul 23 03:39,,327.66,14.13,11.51,595977600.0,220237.72,99.83,0.58,11.55
S0989,Success,6h 39m 54s,21,,17830.0,0.3138,0.15,Jul 22 18:38,Jul 23 01:18,,327.66,6.6,5.75,557796736.0,142667.09,97.56,0.3,8.24
S0993,Success,7h 15m 39s,24,,21766.0,0.3224,1.31,Jul 22 18:38,Jul 23 01:53,,327.66,14.47,9.26,615188032.0,332699.84,107.18,0.9,8.24
S0985,Success,8h 24m 3s,27,,20852.0,0.3152,0.52,Jul 22 18:40,Jul 23 03:04,,327.66,5.75,5.98,560878080.0,172882.17,190.39,0.29,8.24
S0753,Success,6h 21m 12s,21,,16171.0,0.2644,0.22,Jul 22 18:35,Jul 23 00:56,,327.66,7.56,6.18,575405824.0,163951.53,248.69,0.34,8.24
S0994,Success,7h 0m 32s,24,,17784.0,0.2857,0.22,Jul 22 18:37,Jul 23 01:38,,327.66,6.15,6.32,578865472.0,169350.97,74.81,0.32,8.24
S0987,Success,6h 15m 41s,21,,15720.0,0.2502,1.64,Jul 22 18:34,Jul 23 00:49,,327.66,11.09,9.47,581244096.0,262637.78,115.12,0.81,8.24
S0996,Success,4h 14m 12s,15,,10254.0,0.2196,0.16,Jul 22 18:34,Jul 22 22:49,,327.66,5.92,6.08,566114048.0,161539.45,90.4,0.26,8.24
S0986,Success,10h 11m 10s,33,,24982.0,0.3286,2.39,Jul 22 18:41,Jul 23 04:52,,327.66,14.13,10.41,599209920.0,252636.05,119.61,0.58,11.55
S0981,Success,8h 45m 40s,27,,20869.0,0.289,0.5,Jul 22 18:41,Jul 23 03:27,,327.66,10.25,7.89,563708672.0,234798.14,127.47,0.33,8.24
S0984,Success,7h 54m 37s,24,,19275.0,0.2991,0.45,Jul 22 18:38,Jul 23 02:33,,327.66,8.03,6.36,572961152.0,224825.06,213.85,0.36,8.24
S1001,Success,3h 46m 22s,12,,9771.0,0.2165,0.16,Jul 22 18:33,Jul 22 22:20,,327.66,5.78,5.57,563340736.0,130286.52,111.54,0.6,8.24
S1003,Success,6h 53m 31s,21,,13795.0,0.2262,0.21,Jul 22 18:34,Jul 23 01:28,,327.66,6.16,7.53,569440192.0,190966.81,85.82,0.33,8.24
S0750,Success,8h 36m 28s,27,,20834.0,0.2764,2.06,Jul 22 18:41,Jul 23 03:18,,327.66,14.13,10.04,597744896.0,198797.33,111.59,0.58,11.55
S1007,Success,10h 8m 59s,33,,17476.0,0.2695,0.15,Jul 23 16:44,Jul 24 02:53,,327.66,8.85,6.64,582527360.0,175138.41,110.92,0.73,8.24
S1000,Success,6h 22m 19s,21,,17281.0,0.2998,0.16,Jul 22 18:36,Jul 23 00:58,,327.66,6.08,6.32,571775232.0,148448.84,90.32,0.34,8.24
S1006,Success,10h 27m 45s,33,,17618.0,0.2966,0.12,Jul 23 16:45,Jul 24 03:12,,327.66,5.69,5.94,557797376.0,158517.28,93.72,0.27,8.24
S0999,Success,8h 40m 21s,27,,22401.0,0.2948,2.31,Jul 22 18:40,Jul 23 03:20,,327.66,14.13,11.48,597606400.0,230510.31,97.49,0.58,11.55
S1008,Success,9h 21m 12s,30,,13875.0,0.2446,0.17,Jul 23 16:41,Jul 24 02:03,,327.66,12.25,7.1,580130880.0,248101.47,134.09,0.56,8.24
S0997,Success,8h 48m 4s,27,,20925.0,0.2774,2.3,Jul 22 18:41,Jul 23 03:29,,327.66,14.13,11.52,596265344.0,219313.92,46.78,0.58,11.55
S0998,Success,7h 10m 54s,24,,18787.0,0.2761,0.17,Jul 22 18:37,Jul 23 01:48,,327.66,9.11,6.76,578153280.0,166773.52,101.55,0.58,8.24
S1009,Success,9h 15m 37s,30,,17062.0,0.2789,0.13,Jul 23 16:44,Jul 24 02:00,,327.66,7.03,5.76,558135168.0,141733.48,91.33,0.39,8.24
S1015,Success,9h 28m 36s,30,,16847.0,0.246,0.21,Jul 23 16:43,Jul 24 02:12,,327.66,9.02,7.02,557795840.0,195980.03,110.67,0.38,8.24
S1013,Success,7h 54m 24s,24,,17701.0,0.2747,0.52,Jul 23 16:45,Jul 24 00:40,,327.66,6.21,6.7,574410112.0,176303.34,152.84,0.43,8.24
S1011,Success,11h 34m 20s,36,,20061.0,0.3169,0.13,Jul 23 16:47,Jul 24 04:21,,327.66,5.79,6.22,567975488.0,160754.69,55.98,0.29,8.24
S1002,Success,9h 49m 42s,30,,20975.0,0.2778,2.31,Jul 22 18:41,Jul 23 04:30,,327.66,14.13,10.28,596116352.0,218497.98,66.82,0.58,11.55
S1012,Success,11h 56m 55s,36,,22269.0,0.3102,0.35,Jul 23 16:47,Jul 24 04:44,,327.66,11.19,7.76,585003008.0,246797.42,203.65,0.6,8.24
S1005,Success,9h 47m 8s,30,,21517.0,0.2846,1.95,Jul 22 18:40,Jul 23 04:27,,327.66,14.13,10.28,596075456.0,217224.19,133.97,0.58,11.55
S1017,Success,5h 32m 20s,18,,7942.0,0.1727,0.14,Jul 23 16:41,Jul 23 22:14,,327.66,6.2,6.31,566080000.0,162013.2,99.84,0.38,8.24
S1010,Success,9h 26m 4s,30,,20563.0,0.2589,0.14,Jul 23 16:47,Jul 24 02:13,,327.66,6.17,6.93,574591680.0,166226.09,62.82,0.66,8.24
S1024,Success,5h 11m 18s,18,,8425.0,0.1996,0.09,Jul 23 16:41,Jul 23 21:53,,327.66,6.51,5.46,557809408.0,140426.92,35.5,0.27,8.24
S1014,Success,8h 55m 2s,27,,22210.0,0.2834,3.48,Jul 23 16:45,Jul 24 01:40,,327.66,10.75,8.56,609397568.0,234567.56,140.12,0.85,8.24
S0995,Success,5h 29m 28s,18,,14196.0,0.2752,0.46,Jul 22 18:35,Jul 23 00:04,,327.66,7.12,5.99,561019584.0,168437.44,87.8,0.34,8.24
S1016,Success,11h 50m 29s,36,,28451.0,0.3405,2.42,Jul 23 16:46,Jul 24 04:37,,327.66,14.86,8.84,645655936.0,233057.59,103.11,1.12,8.88
S1022,Success,12h 4m 45s,39,,20944.0,0.249,0.96,Jul 23 16:47,Jul 24 04:52,,327.66,8.75,7.43,599599040.0,219722.3,100.32,0.78,8.24
S1020,Success,8h 27m 28s,27,,17526.0,0.2504,0.22,Jul 23 16:45,Jul 24 01:13,,327.66,6.1,6.84,578216960.0,170938.2,52.24,0.34,8.24
S1019,Success,11h 1m 47s,36,,33115.0,0.3482,3.82,Jul 23 16:47,Jul 24 03:48,,327.66,18.75,9.73,651605568.0,254671.08,135.0,1.35,9.37
S1004,Success,6h 35m 14s,21,,13188.0,0.2196,0.16,Jul 22 18:34,Jul 23 01:09,,327.66,8.51,7.55,566415424.0,179130.88,55.36,0.48,8.24
S1030,Success,4h 57m 3s,15,,8237.0,0.1885,0.14,Jul 23 16:46,Jul 23 21:43,,327.66,7.19,5.44,557796800.0,175367.73,57.59,0.43,8.24
S1021,Success,12h 6m 39s,39,,20966.0,0.2777,2.17,Jul 23 16:49,Jul 24 04:55,,327.66,14.13,10.27,596031168.0,218239.58,104.27,0.58,11.55
S1027,Success,7h 54m 47s,24,,20791.0,0.276,1.95,Jul 23 16:54,Jul 24 00:49,,327.66,14.13,11.43,595912448.0,214080.11,50.89,0.58,11.55
S1023,Success,11h 14m 30s,36,,16263.0,0.2328,1.36,Jul 23 16:44,Jul 24 03:58,,327.66,10.42,9.01,611406336.0,299805.84,91.54,1.05,8.24
S1028,Success,6h 14m 14s,21,,16822.0,0.284,0.12,Jul 23 16:48,Jul 23 23:02,,327.66,7.61,6.54,557803072.0,152137.02,35.39,0.29,8.24
S1025,Success,13h 13m 47s,42,,20177.0,0.2597,0.18,Jul 23 16:46,Jul 24 06:00,,327.66,7.28,7.29,567706368.0,215572.77,49.33,0.47,8.24
S1029,Success,11h 1m 0s,36,,18269.0,0.2175,0.73,Jul 23 16:50,Jul 24 03:51,,327.66,10.14,8.64,614861888.0,262381.0,95.54,1.05,8.24
S1018,Success,7h 35m 51s,24,,16959.0,0.2679,0.12,Jul 23 16:44,Jul 24 00:20,,327.66,9.63,6.72,559287104.0,169412.98,53.94,0.44,8.24
S1036,Success,7h 0m 21s,24,,22924.0,0.3063,3.13,Jul 23 16:47,Jul 23 23:47,,327.66,23.16,12.42,665285440.0,313558.06,142.28,1.2,13.25
S1032,Success,6h 24m 56s,21,,15963.0,0.2798,0.1,Jul 23 16:47,Jul 23 23:12,,327.66,5.6,5.72,562531840.0,170476.25,31.52,0.31,8.24
